study,prenr,year,field,glescomp,survey,Fortlaufende,STARTH,STARTMIN,STARTSEC,starttime,ENDEH,ENDEMIN,ENDESEC,endtime,duration_time,TEXT,Participation_W1,Interupted,MODFRAGE,STRATEGI,VALENZ,Content,Character,Theme,ZEIT,POLHAND,KONKR,OBJ,POLEB,BULA,OBJ1,OBJ1S,OBJ1P,OBJ2,OBJ2S,OBJ2P,GRPDARST,HUMOR,Metaphor,Scold,ZAHLEN,LAGE,WERTE,STATISTI,BEISPIEL,HISTORIE,ZITAT
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",125,0,22,55,1375,0,22,59,1379,4,"Mr. Steinmeier, there are also good arguments against a minimum wage, namely that",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Minimum wage specifically,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",126,0,22,59,1379,0,23,11,1391,12,"For example, in a hairdressing salon, while we're on the subject of the example ^ an employee may be made redundant if a statutory minimum wage is introduced. What are your arguments in favor of this minimum wage?",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Minimum wage specifically,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",127,0,23,11,1391,0,23,41,1421,30,"You know, the basic problem is that we are in a downward wage spiral that can be allowed to run or it has to be stopped. I say it has to be stopped. We didn't come up with the demands for a minimum wage out of stupidity, we looked at the practice and discussion in other European countries. 27 European countries, 20 of which have introduced the minimum wage, Great Britain and France with very similar discussions to those that have taken place here. Job losses have not taken place there.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Minimum wage specifically,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",128,0,23,41,1421,0,24,3,1443,23,"I say we have to stop this downward wage spiral for several reasons: Firstly, because the aspect of the dignity of work is also under threat here. Anyone who works all day must be able to live from their income from work. Really be able to live. That is part of it. We must not refer them to the office at the end of the month and let them collect additional benefits.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Wage policy in general,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",129,0,24,2,1442,0,24,17,1457,15,"But I also say this with a forward-looking perspective. That will take its toll if we don't decide to push through the minimum wage now in these years, because these are all people who will be poor later in old age",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Minimum wage specifically,The future,Announcement of future plans,General presentation,singular,Federal level,does not apply,SPD,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",130,0,24,17,1457,0,24,39,1479,22,and that is why I say: anyone who does not want people to work below the minimum wage or a minimum wage today on the lowest and cheapest wages ^ anyone who advocates that they continue to work on the lowest and cheapest wages is already laying the foundations for poverty in old age. That cannot be the aim of politics. It is not in the interests of the people.,Steinmeier,no,does not apply,Attack,Implicit,Politics,does not apply,Minimum wage specifically,Future,None of this,does not apply,singular,Federal level,does not apply,Lager Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,negative impression,Yes,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",131,0,24,39,1479,0,24,56,1496,17,"Mr. Steinmeier, on another subject, the Opel crisis seems to have been resolved for the time being. At least until after the election. In short: billions of taxpayers' money can now flow to New Opel. Would you also invest your private savings in New Opel?",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic Opel,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",132,0,24,56,1496,0,25,9,1509,13,"^ That's fine by me, but I haven't invested in any shares or funds, so ^ I have no plans to change my asset situation or investments.",Steinmeier,Limbourg,does not apply,No strategy,does not apply,Politics,does not apply,Special topic Opel,Present/generally valid/not recognizable,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",133,0,25,9,1509,0,25,11,1511,2,That doesn't sound very confident.,Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic Opel,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",134,0,25,11,1511,0,25,36,1536,25,"So you can be sure that I am confident about Opel and I am one of those people who say that we have now achieved something after a long dispute. Now we can perhaps be happy that what many doubted would happen, that an investor will be found, that the German sites will be maintained and that the vast majority of jobs will be saved. It's good that we got there. If they allow it...",Steinmeier,Limbourg,does not apply,Self-presentation,does not apply,Politics,does not apply,Special topic Opel,The past,Description of made/not-made policy,Concrete statement,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,positive impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",135,0,25,37,1537,0,25,44,1544,7,"We would like to be happy. In fact, the only problem is that if you take a closer look at things: over four billion euros of taxpayers' money,",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic Opel,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",136,0,25,44,1544,0,25,48,1548,4,that even more jobs will now have to be cut in Germany and,Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,"Unemployment, unemployment figures",does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",137,0,25,48,1548,0,25,59,1559,11,What we have heard today is that 600 million of this money will actually be used to boost the automotive industry in Russia. Is that the purpose of German taxpayers' money?,Limbourg,no,Critical question,does not apply,does not apply,Politics,does not apply,State aid/ lending/ guarantees for companies specifically,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Frank-Walter Steinmeier,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",138,0,25,59,1559,0,26,6,1566,7,The purpose of German taxpayers' money is to preserve the German sites and the majority of jobs.,Steinmeier,no,does not apply,Defense,does not apply,Politics,does not apply,Tax policy in general,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",139,0,26,6,1566,0,26,21,1581,15,"That can succeed. And I believe that it will succeed on the basis of a concept that we did not decide on out of recklessness, but that we looked at very carefully. This was the most viable concept for Opel's future.",Steinmeier,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Special topic Opel,The past,Description of made/not-made policy,General presentation,singular,Federal level,does not apply,Große Koalition/Bundesregierung,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,Inclusive representation,no,no,no,no,positive impression,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",140,0,26,21,1581,0,26,28,1588,7,"I am glad that General Motors saw it the same way and opted for this partner. It was a long struggle, Mr. Limbourg.",Steinmeier,no,does not apply,No strategy,does not apply,Politics,does not apply,Special topic Opel,The past,None of this,does not apply,singular,International level,does not apply,Sonstige Akteure,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",141,0,26,28,1588,0,26,52,1612,24,"Let me remind you that I was involved in this long struggle and if you ask about the differences between ^ the two who are standing in front here and do not see them sufficiently, then I say to you, just think back to January and February, think back and imagine if Black-Yellow had governed, then Opel would be dead as a doornail today.",Steinmeier,no,does not apply,Attack,Explicitly,Politics,does not apply,Special topic Opel,The past,Description of made/not-made policy,Zero statement,singular,Federal level,does not apply,Schwarz-Gelbe Koalition,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,Yes,no,no,neutral/not available,no,no,no,no,no
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",142,0,26,52,1612,0,26,56,1616,4,"Mrs. Merkel, you were also in favour of the Magna deal",Limbourg,no,open question,does not apply,does not apply,Politics,does not apply,Special topic Opel,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Angela Merkel,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",143,0,26,56,1616,0,27,16,1636,20,"and in the meantime, an expert sent in by the German government, Mr. Wennemer, has described the sale as a huge mistake and predicted that Opel could soon go bankrupt again in its current form. Have you either sent the wrong man to the commission or is he perhaps right after all?",Limbourg,no,Critical question,does not apply,does not apply,Politics,does not apply,Special topic Opel,does not apply,does not apply,does not apply,singular,Federal level,does not apply,Sonstige Akteure,Herr Wennemer,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply,does not apply
ZA5311,1.1,2009,2009-09-13,Komponente 5: TV-Duell-Analyse,"TV-Duell-Analyse, Inhaltsanalyse TV-Duell",144,0,27,16,1636,0,27,33,1653,17,"Allow me to come back to minimum wages, because I would just like to say that it is true that there are minimum wages in other European countries, but nowhere are the collective bargaining parties as strong as in Germany. And I would like there to be no area where there are neither collective agreements nor any other regulation.",Merkel,no,does not apply,Self-presentation,does not apply,Politics,does not apply,Minimum wage specifically,Present/generally valid/not recognizable,does not apply,does not apply,No reference object,does not apply,does not apply,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,does not apply,no,no,no,no,positive impression,no,no,no,no,no
